Cód.,Bairro,Domicílios - Total,Domicílios - 1 morador,Domicílios - casa,Domicílios - apartamento,Domicílios ocupação - Próprio,Domicílios ocupação- alugado,Rede geral de esgoto ou pluvial,Lixo Coletado,Média de moradores domicílios,Residente – Total,Residente - não pensionista,10+ anos- Total,10+ anos – alfabetizadas,10+ anos – Taxa de alfabetização,5+ anos – total,5+ anos – alfabetizadas,Rendimento médio mensal dos domicílios (Reais),rendimento mediano mensal dos domicílios (Reais),Rendimento médio mensal 10+ anos,Rendimento mediano mensal 10+ anos,Domicílios até 1 salário mínimo (Unidades),Domicílios até 15+ salário mínimo (Unidades),Domicílios  sem rendimentos (Unidades),Residentes – Homens,Residentes – Mulheres,Residentes – 0 a 9 anos,Residentes – 10 a 19 anos,Residentes – 20 a 29 anos,Residentes – 30 a 39 anos,Residentes – 40 a 49 anos,Residentes – 50 a 59 anos ,Residentes – 60 a 69 anos ,Residentes – 70 ou mais
3205200043,Cavalieri - Vila Velha,520,62,504,15,427,88,468,518,3.05,1585,1583,1391,1334,95.9,1486,1398,1812.18,1510,1026.49,750,57,8,25,751,834,194,224,337,223,265,152,98,92
3205200044,Chácara do Conde - Vila Velha,356,43,325,24,272,48,342,356,3.29,1173,1173,983,932,94.81,1078,1010,1379.71,1150,760.34,600,46,1,10,603,570,190,198,233,175,138,129,53,57
3205200045,Dom João Batista - Vila Velha,1044,129,882,73,799,192,1037,1044,3.23,3372,3372,2817,2643,93.82,3091,2858,1296.05,1085.5,764.45,600,166,1,62,1610,1762,555,630,691,499,457,329,133,78
3205200046,Garoto - Vila Velha,1306,178,1135,115,904,333,1183,1306,2.98,3895,3893,3392,3317,97.79,3671,3566,1867.48,1500,1007.35,700,147,16,21,1879,2016,503,583,776,599,562,439,227,206
3205200047,Ilha da Conceição - Vila Velha,825,96,766,58,655,149,647,825,3.41,2822,2814,2405,2235,92.93,2631,2403,1513.73,1360,837.53,650,93,1,26,1395,1427,417,545,501,467,382,256,157,97
3205200048,Ilha das Flores - Vila Velha,1856,220,1522,281,1415,390,1469,1839,3.17,5889,5883,5105,4953,97.02,5533,5270,1840,1500,1075.8,700,164,22,104,2857,3032,784,966,1060,985,850,624,354,266
3205200049,Paul - Vila Velha,1632,212,1524,105,1237,294,1540,1622,3.23,5277,5258,4616,4455,96.51,4960,4691,2165.37,1600,1152.36,800,180,42,40,2454,2823,661,881,882,817,787,578,326,345
3205200050,Pedra dos Búzios - Vila Velha,285,35,229,44,242,34,144,285,3.38,962,961,828,796,96.14,899,841,1574.4,1250,1048.84,700,19,5,40,479,483,134,201,134,146,152,98,61,36
3205200051,Primeiro de Maio - Vila Velha,1684,209,1608,75,1410,236,1412,1684,3.32,5598,5598,4605,4391,95.35,5148,4736,1088.86,1000,699.86,550,349,6,102,2807,2791,993,1114,1169,881,732,429,182,98
3205200052,Sagrada Família - Vila Velha,209,22,207,2,182,23,206,209,3.13,655,655,559,525,93.92,600,547,1444.12,1131,850.2,600,27,2,5,309,346,96,114,135,100,92,73,24,21
3205200053,Santa Rita - Vila Velha,1793,236,1541,231,1484,250,1578,1793,3.08,5526,5523,4758,4441,93.34,5157,4703,1522.48,1300,921.57,700,233,7,46,2633,2893,768,958,1082,876,749,613,269,211
3205200054,Vila Batista - Vila Velha,582,86,545,34,449,112,537,581,2.95,1731,1706,1531,1501,98.04,1631,1576,2074.19,1600,1242.26,800,67,12,28,818,913,200,261,330,274,250,192,116,108
3205200055,Vila Garrido - Vila Velha,2547,259,2402,26,1970,371,2475,2532,3.27,8338,8330,7147,6838,95.68,7808,7289,1656.75,1400,898.95,650,311,16,65,4025,4313,1191,1447,1574,1304,1191,832,443,356
3205200056,Zumbi dos Palmares - Vila Velha,795,81,757,25,660,126,794,795,3.44,2734,2734,2228,2048,91.92,2473,2182,1144.85,1020,687.43,510,175,-,34,1356,1378,506,578,549,439,336,205,75,46
3205200057,Cobilândia - Vila Velha,2521,294,2144,368,1753,568,1573,2519,3.17,8003,7973,6930,6690,96.54,7495,7062,2273.63,1710,1224.44,800,231,65,30,3849,4154,1073,1296,1415,1250,1204,878,464,423
3205200058,Alecrim - Vila Velha,2023,230,1804,195,1365,447,1871,2020,3.25,6573,6571,5570,5268,94.58,6107,5662,1687.95,1310,951.2,700,233,22,95,3223,3350,1003,1132,1199,1131,857,635,365,251
3205200059,Alvorada - Vila Velha,2279,272,1989,279,1606,497,2240,2277,3.03,6904,6898,6067,5887,97.03,6499,6203,2326.16,1700,1232.28,800,213,60,39,3315,3589,837,1026,1209,1143,970,814,472,433
3205200060,Cobi de Baixo - Vila Velha,772,102,731,41,580,160,529,772,3.21,2478,2478,2082,1932,92.8,2282,2065,1484.03,1100,830.8,600,150,6,16,1208,1270,396,475,411,386,320,246,133,111
3205200061,Cobi de Cima - Vila Velha,185,32,171,12,148,29,172,185,2.93,543,542,480,466,97.08,509,489,1972.81,1250,1238.92,800,27,5,13,253,290,63,88,92,84,86,58,38,34
3205200062,Industrial - Vila Velha,438,47,204,234,299,120,432,438,3.09,1355,1354,1196,1156,96.66,1289,1222,2624.87,2000,1356.39,900,23,14,4,639,716,159,227,282,224,207,153,54,49
3205200063,Jardim do Vale - Vila Velha,548,65,293,11,460,70,443,548,2.95,1618,1618,1353,1303,96.3,1476,1377,2014.91,1770,1098.67,800,27,4,4,781,837,265,232,337,401,204,111,47,21
3205200064,Jardim Marilândia - Vila Velha,2525,335,2423,71,1822,507,2146,2524,3.09,7822,7804,6763,6511,96.27,7339,6921,1827.69,1500,999.66,750,285,20,49,3750,4072,1059,1249,1372,1298,1155,798,506,385
3205200065,Nova América - Vila Velha,558,92,509,49,389,132,404,558,3.02,1687,1684,1489,1457,97.85,1584,1534,2388.37,1885,1240.68,900,55,16,4,815,872,198,225,310,250,238,211,138,117
3205200066,Planalto - Vila Velha,465,63,352,111,275,132,451,465,3.01,1400,1399,1230,1193,96.99,1308,1247,2559.29,2000,1354.48,1000,31,14,6,687,713,170,209,269,258,204,134,92,64
3205200067,Rio Marinho - Vila Velha,3706,460,3628,77,2706,614,3332,3697,3.07,11377,11364,9794,9311,95.07,10589,9858,1903.58,1500,1049.14,700,391,39,90,5446,5931,1583,1866,2026,1868,1687,1158,669,520
3205200068,Santa Clara - Vila Velha,255,21,252,3,167,52,246,255,3.43,875,875,735,680,92.52,801,728,1593.07,1200,834.15,600,35,2,2,411,464,140,164,179,131,144,65,32,20
3205200069,São Torquato - Vila Velha,1643,208,1423,214,1048,442,1607,1622,3.2,5288,5260,4486,4245,94.63,4921,4545,2022.06,1400,1121.25,700,214,47,33,2586,2702,802,855,964,792,719,544,315,297
3205200070,Vale Encantado - Vila Velha,3268,398,2632,486,2313,645,2742,3264,3.07,10047,10041,8483,8120,95.72,9215,8628,1705.17,1490,969.22,700,356,23,116,4944,5103,1564,1638,2021,1849,1370,885,440,280
3205200071,Barra do Jucu - Vila Velha,1364,222,1186,171,973,308,643,1363,3.02,4125,4120,3620,3533,97.6,3879,3735,3069.23,1949,1705.41,1000,103,101,21,1960,2165,505,662,744,642,596,522,237,217
3205200072,Balneário Ponta da Fruta - Vila Velha,949,108,864,61,719,156,38,936,3.27,3106,3100,2554,2336,91.46,2837,2512,1845.19,1400,1049.41,700,108,16,16,1542,1564,552,534,598,505,393,273,165,86
3205200073,Barramares - Vila Velha,3483,396,3363,43,2706,603,553,3219,3.55,12405,12364,9794,8849,90.35,11154,9543,1192.9,1020,706.79,510,748,13,146,6279,6126,2611,2692,2422,2035,1310,821,321,193
3205200074,Cidade da Barra - Vila Velha,632,77,611,21,493,107,303,630,3.3,2085,2084,1691,1599,94.56,1886,1724,1231.02,1020,725.55,510,109,2,15,1014,1071,394,398,365,347,271,185,70,55
3205200075,Interlagos - Vila Velha,387,39,328,56,318,55,42,387,3.01,1164,1158,1028,1027,99.9,1095,1077,5494.58,3500,3042.5,1700,12,86,6,561,603,136,172,172,183,228,140,89,44
3205200076,Jabaeté - Vila Velha,714,81,710,4,382,79,713,714,3.53,2517,2513,1943,1828,94.08,2265,2019,1195.32,1020,688.69,510,161,-,13,1214,1303,574,500,425,409,301,169,92,47
3205200077,João Goulart - Vila Velha,649,76,649,-,481,114,214,620,3.63,2367,2357,1858,1685,90.69,2136,1830,1061.65,1020,618.9,510,136,-,15,1144,1223,509,556,429,364,228,170,75,36
3205200078,Morada da Barra - Vila Velha,1396,201,1383,4,1149,170,100,1323,3.54,4940,4938,3829,3418,89.27,4390,3688,992.2,896.5,648.16,510,372,1,98,2465,2475,1111,1098,917,733,475,336,175,95
3205200079,Morada do Sol - Vila Velha,118,15,111,7,95,17,3,118,2.89,341,341,302,300,99.34,317,312,4922.23,4000,2547.47,2000,5,23,-,176,165,39,37,51,71,59,43,25,16
3205200080,Morro da Lagoa - Vila Velha,145,21,123,-,109,10,5,139,3.08,446,446,380,361,95,415,384,2002.92,1370,1067.74,600,23,3,4,225,221,66,68,86,58,79,39,36,14
3205200081,Normília da Cunha - Vila Velha,370,37,351,4,296,53,262,368,3.66,1355,1354,1088,1017,93.47,1233,1108,1344.29,1100,707.94,550,56,1,4,652,703,267,297,272,210,160,92,29,28
3205200082,Nova Ponta da Fruta - Vila Velha,389,60,359,30,242,104,7,376,3.07,1196,1190,1042,1010,96.93,1129,1073,2627.36,1600,1464.16,900,47,21,10,612,584,154,214,198,170,194,132,72,62
3205200083,Ponta da Fruta - Vila Velha,666,88,554,90,428,189,36,665,3.11,2081,2070,1799,1745,97,1937,1839,2966.78,1928,1644.34,1000,39,49,20,1037,1044,282,320,368,311,301,245,144,110
3205200084,Praia dos Recifes - Vila Velha,240,35,235,5,172,47,57,239,3.19,766,765,625,611,97.76,693,666,1647.53,1300,968.01,700,29,2,12,388,378,141,124,127,130,116,80,31,17
3205200085,Riviera da Barra - Vila Velha,1031,129,997,33,771,214,137,1030,3.33,3445,3435,2870,2705,94.25,3176,2853,1552.2,1210,912.38,700,151,8,23,1730,1715,575,667,633,595,471,320,120,64
3205200086,Santa Paula I - Vila Velha,171,26,151,20,125,33,10,171,3.13,536,534,463,447,96.54,500,477,2322.99,1600,1336.04,1000,16,7,8,264,272,73,89,86,95,85,54,35,19
3205200087,Santa Paula II - Vila Velha,672,76,519,21,605,49,165,665,3.2,2153,2150,1778,1693,95.22,1969,1824,1828.29,1510,1097.79,800,87,7,36,1037,1116,375,395,369,423,296,171,83,41
3205200088,São Conrado - Vila Velha,941,121,872,66,708,191,223,934,3.17,2981,2980,2480,2373,95.69,2732,2534,1588.17,1258.5,959.59,700,133,7,45,1446,1535,501,557,547,473,443,259,130,71
3205200089,Terra Vermelha - Vila Velha,833,116,807,21,636,150,579,831,3.41,2847,2844,2306,2150,93.24,2572,2306,1288.11,1080,746.34,540,173,2,28,1361,1486,541,545,597,339,342,272,123,88
3205200090,Ulisses Guimarães - Vila Velha,2136,266,2101,26,1560,428,1579,2093,3.4,7271,7258,5927,5410,91.28,6605,5790,1250.72,1020,719.27,512,397,7,61,3512,3759,1344,1571,1386,1143,875,539,257,156
3205200091,Vinte e Três de Maio - Vila Velha,372,51,372,-,275,81,285,371,3.37,1254,1252,1045,970,92.82,1157,1032,1298.73,1020,772.26,600,63,1,11,604,650,209,269,218,217,156,101,52,32
3205309001,Centro - Vitória,3767,879,907,2841,2684,903,3563,3766,2.6,9838,9701,9051,8950,98.88,9460,9284,4275.37,3100,2392.8,1500,124,553,79,4416,5422,787,1114,1729,1391,1440,1423,870,1084
3205309002,do Moscoso - Vitória,228,29,217,11,168,37,226,228,3.49,795,793,656,625,95.27,725,678,1849.42,1442.5,1001.1,600,32,3,10,369,426,139,147,153,110,86,71,46,43
3205309003,Fonte Grande - Vitória,353,39,342,10,283,59,324,347,3.49,1231,1230,1075,1015,94.42,1155,1068,2147.92,1350,1055.61,600,36,14,3,592,639,156,225,221,189,178,122,85,55
3205309004,Forte São João - Vitória,466,55,406,57,352,91,461,465,3.33,1553,1547,1333,1266,94.97,1453,1355,2187,1412.5,1134.32,700,51,18,8,723,830,220,275,252,257,210,147,100,92
3205309005,Parque Moscoso - Vitória,663,141,84,577,464,146,646,663,2.66,1773,1754,1626,1607,98.83,1708,1679,4285.88,3425,2375.76,1600,12,93,11,791,982,147,195,270,232,280,234,173,242
3205309006,Piedade - Vitória,85,7,78,7,71,9,83,84,3.8,323,322,267,247,92.51,294,270,2451.36,1110,1243.31,700,19,5,-,149,174,56,59,61,49,38,28,23,9
3205309007,Santa Clara - Vitória,548,85,288,260,383,143,538,548,2.92,1608,1588,1409,1377,97.73,1509,1441,3855.91,2505,2099.5,1200,30,61,18,761,847,199,194,281,229,206,228,116,155
3205309008,Vila Rubim - Vitória,472,69,269,200,293,151,471,472,3.03,1430,1427,1275,1240,97.25,1350,1293,2421.79,1800,1297.75,800,41,17,14,667,763,155,207,260,175,211,185,115,122
3205309009,Ariovaldo Favalessa - Vitória,241,36,238,3,163,40,238,241,3.27,787,787,679,661,97.35,733,702,2115.84,1590,1115.79,800,27,5,7,343,444,108,137,141,115,106,82,47,51
3205309010,Bela Vista - Vitória,1317,171,1297,15,1012,222,1298,1314,3.3,4371,4337,3669,3451,94.06,4025,3710,1642.76,1300,911.2,650,198,11,32,2102,2269,702,806,847,661,560,431,213,151
3205309011,Caratoíra - Vitória,1556,180,1434,53,1167,304,1453,1551,3.31,5149,5139,4415,4256,96.4,4791,4546,1562,1231,933.18,600,240,22,130,2370,2779,734,914,868,758,723,551,308,293
3205309012,do Cabral - Vitória,507,66,466,3,397,87,502,501,3.2,1623,1623,1358,1275,93.89,1486,1372,1508.27,1200,877.95,600,110,9,23,779,844,265,267,277,264,222,176,81,71
3205309013,do Quadro - Vitória,314,34,313,-,247,44,305,314,3.32,1041,1040,911,892,97.91,982,951,2355.4,1700,1188.11,800,36,13,3,488,553,130,185,169,140,159,119,73,66
3205309014,Estrelinha - Vitória,709,76,675,14,512,139,697,698,3.36,2381,2380,1987,1882,94.72,2182,2005,1582.38,1210,861.41,600,100,8,18,1175,1206,394,438,481,360,318,203,112,75
3205309015,Grande Vitória - Vitória,1339,147,1257,19,875,310,1317,1304,3.29,4402,4398,3630,3452,95.1,4030,3722,1404.07,1150,852.29,600,247,9,87,2087,2315,772,798,884,692,542,390,199,125
3205309016,Ilha do Príncipe - Vitória,836,132,775,48,540,248,833,836,3.13,2613,2607,2279,2196,96.36,2456,2345,1694.84,1310,935.63,630,122,5,23,1194,1419,334,469,462,374,374,277,164,159
3205309017,Inhanguetá - Vitória,1230,123,1215,13,989,173,1217,1230,3.38,4154,4152,3487,3343,95.87,3839,3629,1540.81,1260,881.01,600,157,7,66,2030,2124,667,837,682,660,572,408,164,164
3205309018,Mário Cypreste - Vitória,385,64,372,13,293,82,380,384,2.97,1145,1145,1025,999,97.46,1096,1054,1593.04,1310,882.48,700,35,1,4,561,584,120,205,242,194,162,102,55,65
3205309019,Santo Antônio - Vitória,1881,258,1831,40,1421,381,1823,1879,3.14,5947,5907,5226,5062,96.86,5622,5342,2335.37,1700,1266.99,800,194,69,39,2712,3235,721,952,1032,930,798,707,394,413
3205309020,Santa Tereza - Vitória,1034,114,899,134,762,210,1004,1032,3.23,3343,3332,2883,2779,96.39,3107,2959,2060.14,1650,1327.71,900,53,27,137,1567,1776,460,523,574,518,504,347,243,174
3205309021,Universitário - Vitória,283,26,241,42,182,93,268,283,3.24,918,913,778,743,95.5,855,805,2992.16,2200,1576.66,1000,18,13,4,459,459,140,149,182,161,135,89,43,19
3205309022,Bento Ferreira - Vitória,1970,327,339,1627,1559,340,1772,1966,2.82,5569,5520,5058,5024,99.33,5314,5240,6795.76,5100,3591.9,2500,36,630,37,2594,2975,511,671,916,855,853,825,469,469
3205309023,Consolação - Vitória,855,97,695,154,658,143,822,833,3.23,2766,2762,2374,2294,96.63,2583,2445,2234.81,1530,1323.14,800,108,34,64,1284,1482,392,465,497,434,404,285,129,160
3205309024,Cruzamento - Vitória,685,97,671,14,541,113,643,679,3.51,2407,2405,1959,1837,93.77,2199,2004,1605.22,1180,910.76,600,127,13,26,1198,1209,448,442,454,357,272,225,110,99
3205309025,de Lourdes - Vitória,630,87,475,152,457,143,618,629,3.02,1920,1890,1735,1710,98.56,1826,1785,5416.49,4000,2697.88,1700,25,147,5,896,1024,185,266,364,257,296,257,145,150
3205309026,Fradinhos - Vitória,575,83,480,73,470,95,473,571,3.05,1756,1740,1614,1586,98.27,1688,1644,6001.77,4000,3009.93,1800,25,146,6,855,901,142,215,305,250,253,273,162,156
3205309027,Gurigica - Vitória,1666,170,1433,228,1303,271,1441,1657,3.58,5997,5964,5041,4610,91.45,5533,4936,1559.5,1200,810.9,580,247,12,43,2877,3120,956,1199,1166,943,711,535,270,217
3205309028,Horto - Vitória,27,-,27,-,24,3,26,27,3.63,98,98,89,88,98.88,94,93,3330.41,2950,1577.56,1000,2,4,1,48,50,9,14,21,6,15,16,7,10
3205309029,Ilha de Santa Maria - Vitória,771,148,643,123,461,243,767,758,2.95,2325,2272,2071,2010,97.05,2208,2120,2506.33,1790,1296.92,800,81,40,17,1086,1239,254,327,420,333,365,297,148,181
3205309030,Jesus de Nazareth - Vitória,739,81,635,32,551,147,722,734,3.47,2565,2564,2164,2062,95.29,2388,2237,1533.19,1236,864.64,600,114,8,42,1238,1327,401,524,490,411,320,240,104,75
3205309031,Jucutuquara - Vitória,532,105,436,83,321,135,523,532,2.85,1515,1506,1376,1343,97.6,1446,1394,3891.27,2698.5,2006.2,1200,28,67,8,689,826,139,202,265,210,218,180,145,156
3205309032,Monte Belo - Vitória,604,90,518,80,371,157,584,600,3.12,1988,1880,1770,1687,95.31,1884,1788,2590.79,2000,1309.67,800,32,27,27,921,1067,218,304,341,270,275,240,142,198
3205309033,Nazareth - Vitória,188,30,169,19,154,28,186,188,3.07,586,575,535,529,98.88,566,559,4287.87,3210,2121.99,1400,5,30,3,274,312,51,81,97,79,87,81,53,57
3205309034,Romão - Vitória,872,86,854,16,658,171,849,868,3.54,3096,3087,2568,2394,93.22,2837,2577,1714.3,1200,903.73,600,140,16,19,1511,1585,528,588,577,516,349,258,155,125
3205309035,Andorinhas - Vitória,652,101,518,109,353,184,647,651,3.11,2031,2019,1766,1687,95.53,1890,1787,1673.92,1450,972.58,800,66,4,33,977,1054,265,331,418,345,283,198,106,85
3205309036,Bonfim - Vitória,2116,227,1754,333,1375,479,2062,2114,3.35,7106,7083,6028,5708,94.69,6558,6076,1957.74,1500,1035.11,700,265,39,71,3374,3732,1078,1230,1355,1099,945,660,367,372
3205309037,da Penha - Vitória,1641,211,1351,266,1089,349,1619,1640,3.41,5603,5597,4722,4469,94.64,5154,4756,1764.57,1300,985.87,614,252,16,60,2678,2925,881,990,1087,859,750,502,258,276
3205309038,Itararé - Vitória,2495,347,2148,240,1561,684,2331,2494,3.16,7913,7869,6848,6523,95.25,7385,6935,1838.35,1500,1015.74,700,278,36,88,3771,4142,1065,1348,1496,1308,1106,771,402,417
3205309039,Joana D'arc - Vitória,888,112,872,16,568,221,876,888,3.21,2853,2850,2462,2379,96.63,2653,2513,2474.42,1800,1416.88,980,69,39,28,1394,1459,391,457,548,445,441,283,177,111
3205309040,Maruípe - Vitória,1294,196,1128,154,900,321,1259,1292,2.95,3859,3813,3507,3458,98.6,3701,3615,3961.52,3000,2016.36,1400,67,170,39,1789,2070,352,500,704,598,603,489,279,334
3205309041,Santa Cecília - Vitória,413,52,279,133,281,115,368,411,3.06,1264,1262,1155,1141,98.79,1208,1182,5089.97,4000,2527.24,1800,19,94,3,591,673,109,168,228,193,189,194,91,92
3205309042,Santa Martha - Vitória,2747,367,2241,482,1864,560,2731,2747,3.08,8456,8451,7203,6915,96,7828,7401,1943.75,1500,1087.17,750,310,38,69,4097,4359,1253,1379,1621,1469,1183,797,425,329
3205309043,Santos Dumont - Vitória,573,67,510,60,460,94,563,573,3.23,1850,1849,1595,1532,96.05,1736,1638,1900.14,1477.5,994.78,700,66,10,15,866,984,255,308,328,286,272,180,103,118
3205309044,São Benedito - Vitória,789,85,767,22,532,143,752,783,3.53,2789,2786,2246,2033,90.52,2535,2234,1274,1020,789.63,570,156,5,63,1338,1451,543,581,490,437,336,188,105,109
3205309045,São Cristovão - Vitória,1319,177,1130,180,969,277,1301,1319,3.12,4182,4112,3701,3577,96.65,3955,3766,2542.14,1900,1345.58,825,113,52,12,2026,2156,481,631,776,655,619,511,248,261
3205309046,Tabuazeiro - Vitória,2082,249,1848,182,1462,458,2061,2066,3.12,6496,6495,5643,5455,96.67,6092,5824,2274.51,1632,1228.88,800,190,64,65,3118,3378,853,1030,1233,1062,898,741,378,301
3205309047,Barro Vermelho - Vitória,2008,307,116,1890,1582,364,1800,2005,2.8,5629,5552,5101,5084,99.67,5357,5302,9905.96,8400,5419.79,4000,16,1072,48,2634,2995,528,703,973,933,882,844,453,313
3205309048,Enseada do Suá - Vitória,371,46,144,227,250,92,253,371,2.86,1062,1050,932,922,98.93,996,982,9012.87,7000,4856.07,3000,10,163,8,516,546,130,111,174,203,170,130,83,61
3205309049,Ilha do Boi - Vitória,340,16,216,121,298,34,232,339,3.27,1111,1096,1020,1002,98.24,1063,1040,14712.65,10000,7181.93,4000,12,199,5,542,569,91,144,181,165,131,160,139,100
3205309050,Ilha do Frade - Vitória,116,7,116,-,111,4,32,116,3.6,418,366,379,376,99.21,403,393,35035.32,21000,14836.74,6000,-,103,1,206,212,39,50,57,54,59,78,49,32
3205309051,Praia do Canto - Vitória,5630,1049,498,5127,4370,1068,5570,5628,2.69,15147,14960,13954,13852,99.27,14522,14321,10717.75,8200,5863.46,4000,81,2997,110,6845,8302,1193,1680,2614,2195,2100,2398,1520,1447
3205309052,Praia do Suá - Vitória,899,111,533,339,638,201,887,898,3.18,2885,2856,2516,2427,96.46,2694,2561,3632.7,1905,1975.13,900,107,111,31,1407,1478,369,452,579,504,377,300,149,155
3205309053,Santa Helena - Vitória,891,169,70,821,720,153,657,889,2.66,2372,2345,2143,2122,99.02,2258,2225,10941.25,9000,6184.7,4500,14,501,23,1110,1262,229,266,379,347,382,332,250,187
3205309054,Santa Lúcia - Vitória,1460,282,303,1143,1098,298,1394,1458,2.79,4367,4024,4049,4015,99.16,4216,4160,7006.62,5000,3850.42,2400,38,456,42,2050,2317,318,517,858,675,622,627,396,354
3205309055,Santa Luíza - Vitória,418,62,116,294,315,93,375,418,2.98,1245,1231,1124,1116,99.29,1187,1161,6544.56,4600,3492.87,2000,11,122,14,578,667,121,175,258,199,193,140,90,69
3205309057,Antonio Honório - Vitória,426,44,352,74,274,94,418,426,3.16,1347,1342,1246,1233,98.96,1295,1274,4404.62,3200,2148.76,1248,16,62,9,599,748,101,180,252,160,211,178,116,149
3205309058,Boa Vista - Vitória,378,48,360,17,257,92,370,378,3.13,1183,1159,1032,1001,97,1107,1072,2771.35,1900,1438.33,850,32,26,5,557,626,151,158,261,184,161,142,76,50
3205309059,Carapina I - Vitória,688,101,614,62,448,192,668,688,3.09,2125,2118,1915,1882,98.28,2017,1955,3263.31,2500,1650.41,1100,25,52,11,1000,1125,210,278,436,309,344,248,168,132
3205309060,De Fátima - Vitória,1222,184,669,536,686,465,1203,1220,2.94,3595,3579,3244,3192,98.4,3443,3343,3476.55,2800,1890.68,1230,47,92,33,1701,1894,351,503,730,599,567,449,244,152
3205309061,Goiabeiras - Vitória,876,139,513,181,568,248,859,875,3.01,2633,2626,2375,2311,97.31,2517,2409,2678.21,1810,1434.73,850,75,57,21,1255,1378,258,401,490,420,409,318,182,155
3205309062,Hélio Ferraz - Vitória,907,91,843,53,575,280,900,907,3.2,2906,2897,2536,2460,97,2716,2577,2805.68,2030,1452.84,980,37,46,21,1408,1498,370,455,601,513,328,344,177,118
3205309063,Jabour - Vitória,339,49,201,138,207,129,339,339,3.04,1066,1022,990,968,97.78,1025,998,4841.39,3650,2362.45,1565,7,62,1,540,526,76,134,212,149,177,137,97,84
3205309064,Jardim Camburí - Vitória,14451,2456,1752,12600,10336,3628,14337,14444,2.7,39157,38960,35046,34836,99.4,36983,36432,5468.89,4500,3066.59,2015,203,3112,271,18230,20927,4111,4677,7842,7785,6070,4969,2236,1467
3205309065,Jardim da Penha - Vitória,11445,2064,898,10519,7937,3084,11098,11429,2.67,30571,30373,28292,28104,99.34,29377,29006,6191.8,5000,3428.14,2300,227,3223,344,13702,16869,2279,3625,7274,4351,3970,4604,2522,1946
3205309066,Maria Ortiz - Vitória,4242,523,3694,420,2496,1448,4225,4239,3.11,13197,13169,11391,10896,95.65,12275,11530,2089.96,1574,1127.67,800,386,103,93,6264,6933,1806,2126,2752,2245,1713,1355,685,515
3205309067,Mata da Praia - Vitória,3460,388,907,2524,2825,552,3425,3460,3.06,10594,10485,9682,9646,99.63,10163,10094,11504.36,9500,5988.45,4000,29,2011,59,5005,5589,912,1453,1931,1303,1660,1751,1006,578
3205309068,Morada de Camburí - Vitória,370,37,250,120,286,63,363,370,3.15,1164,1153,1081,1073,99.26,1128,1109,7723.66,5521.5,3662.74,2000,9,133,4,549,615,83,153,227,146,167,216,110,62
3205309069,Parque Industrial - Vitória,5,1,5,-,1,1,-,5,2.4,12,12,10,8,80,12,10,766,860,638.33,510,2,-,1,6,6,2,-,2,2,2,2,2,-
3205309070,Pontal de Camburí - Vitória,280,24,201,74,212,57,249,280,3.18,889,884,797,787,98.75,845,826,4256.5,3007.5,2279.23,1500,17,50,10,452,437,92,114,176,131,119,112,89,56
3205309071,República - Vitória,1274,209,1198,60,912,304,1270,1274,2.95,3760,3744,3463,3433,99.13,3617,3550,4212.61,3020,2142.35,1500,39,173,15,1697,2063,297,424,650,535,562,443,413,436
3205309072,Segurança do Lar - Vitória,179,23,102,77,88,76,173,179,3.07,550,550,505,496,98.22,534,511,3495.11,2620,1681.78,1000,11,15,4,263,287,45,70,123,77,76,69,51,39
3205309073,Solon Borges - Vitória,520,87,333,186,330,134,520,520,2.92,1523,1514,1356,1332,98.23,1446,1400,2903.48,2250,1509.64,1000,25,24,3,706,817,167,207,268,210,267,141,108,155
3205309074,Condusa - Vitória,283,45,279,1,232,45,265,281,3.16,894,894,743,727,97.85,820,797,986.69,1020,706.92,600,40,-,56,438,456,151,158,191,145,114,66,43,26
3205309075,Conquista - Vitória,547,71,525,20,421,91,524,547,3.5,1914,1914,1514,1355,89.5,1713,1474,1544.76,1020,885.73,515,106,8,22,926,988,400,409,357,302,209,131,70,36
3205309076,Ilha das Caieiras - Vitória,536,58,531,-,402,92,470,536,3.44,1845,1844,1524,1466,96.19,1699,1619,1381.87,1170,787.97,600,92,1,14,906,939,321,389,355,300,227,166,49,38
3205309077,Nova Palestina - Vitória,1858,192,1723,115,1344,430,1840,1858,3.48,6471,6469,5284,4886,92.47,5870,5265,1366.08,1110,773.03,575,342,10,69,3117,3354,1187,1393,1237,996,761,529,227,141
3205309078,Redenção - Vitória,960,95,905,39,652,238,950,958,3.25,3125,3119,2595,2418,93.18,2852,2583,1391.26,1200,796.36,600,153,1,37,1476,1649,530,539,672,492,393,286,129,84
3205309079,Resistência - Vitória,1983,226,1903,70,1547,287,1925,1979,3.34,6620,6612,5512,5184,94.05,6050,5594,1377.74,1130,781.37,590,358,7,57,3194,3426,1108,1306,1401,1023,783,566,263,170
3205309080,Santo André - Vitória,914,105,849,37,587,231,901,914,3.34,3054,3054,2519,2361,93.73,2781,2549,1462.43,1210,784.43,600,132,2,16,1461,1593,535,570,641,478,340,295,115,80
3205309081,Santos Reis - Vitória,318,43,304,14,234,63,312,318,3.3,1049,1049,865,826,95.49,954,885,1228.07,1020,716.56,510,77,1,14,483,566,184,226,208,174,110,93,37,17
